"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...4193","hi/honolulu/PHNL","2020-10-30","87","71","79.04","0.00","65.17","68","63","65.17","17","10","29.92","11h 22m"
"X2...4194","hi/honolulu/PHNL","2020-10-31","86","71","78.48","0.00","66.87","71","64","66.87","14","10","29.96","11h 21m"
"X2...4195","hi/honolulu/PHNL","2020-11-01","84","70","76.58","0.00","66.08","70","62","66.08","12","10","30.04","11h 20m"
"X2...4196","hi/honolulu/PHNL","2020-11-02","88","70","78.96","0.03","65.83","68","63","65.83","14","10","30.07","11h 19m"
"X2...4197","hi/honolulu/PHNL","2020-11-03","89","74","81.08","0.00","69.67","71","68","69.67","18","10","30.06","11h 18m"
"X2...4198","hi/honolulu/PHNL","2020-11-04","85","77","80.38","0.00","70.63","73","69","70.63","14","10","30.04","11h 17m"
"X2...4199","hi/honolulu/PHNL","2020-11-05","86","74","80.5","0.03","69.58","72","68","69.58","15","10","30.02","11h 16m"
"X2...4200","hi/honolulu/PHNL","2020-11-06","86","74","80.42","0.00","67.88","69","66","67.88","18","10","30.02","11h 15m"
"X2...4201","hi/honolulu/PHNL","2020-11-07","87","76","80.75","0.00","69.56","72","67","69.56","20","10","29.99","11h 14m"
"X2...4202","hi/honolulu/PHNL","2020-11-09","84","76","79.63","0.00","68.25","71","65","68.25","16","10","30.08","11h 12m"
"X2...4203","hi/honolulu/PHNL","2020-11-10","87","76","80.79","0.02","65.63","68","64","65.63","24","10","30.15","11h 11m"
"X2...4204","hi/honolulu/PHNL","2020-11-11","85","76","79.75","0.00","65.08","68","62","65.08","25","10","30.16","11h 10m"
"X2...4205","hi/honolulu/PHNL","2020-11-12","86","77","79.88","0.01","63.88","66","61","63.88","22","10","30.17","11h 9m"
"X2...4206","hi/honolulu/PHNL","2020-11-13","86","75","79.67","0.00","65.25","67","62","65.25","20","10","30.14","11h 8m"
"X2...4207","hi/honolulu/PHNL","2020-11-14","85","75","79.71","0.00","64.17","66","62","64.17","15","10","30.14","11h 7m"
"X2...4208","hi/honolulu/PHNL","2020-11-15","86","72","78.88","0.00","65.5","67","64","65.5","13","10","30.1","11h 6m"
"X2...4209","hi/honolulu/PHNL","2020-11-16","86","73","78.79","0.00","66.38","68","65","66.38","16","10","30.06","11h 5m"
"X2...4210","hi/honolulu/PHNL","2020-11-17","86","75","80.33","0.00","66.63","68","65","66.63","17","10","30.05","11h 5m"
"X2...4211","hi/honolulu/PHNL","2020-11-18","84","74","77.96","0.00","69.18","74","64","69.18","17","10","30.07","11h 4m"
"X2...4212","hi/honolulu/PHNL","2020-11-19","85","77","79.5","0.05","64.5","68","63","64.5","18","10","30.07","11h 3m"
"X2...4213","hi/honolulu/PHNL","2020-11-20","86","72","78.88","0.00","66.75","71","64","66.75","18","10","30.05","11h 2m"
"X2...4214","hi/honolulu/PHNL","2020-11-21","85","74","79","0.00","67.13","69","64","67.13","23","10","30.1","11h 1m"
"X2...4215","hi/honolulu/PHNL","2020-11-22","83","76","78.62","0.00","66.27","69","63","66.27","26","10","30.1","11h 1m"
"X2...4216","hi/honolulu/PHNL","2020-11-23","85","76","79.38","0.00","66.33","68","64","66.33","22","10","30.07","11h 0m"
"X2...4217","hi/honolulu/PHNL","2020-11-24","85","74","78.58","0.00","67.38","69","64","67.38","23","10","30.06","10h 59m"
"X2...4218","hi/honolulu/PHNL","2020-11-25","85","76","79.75","0.02","66.67","68","64","66.67","18","10","30.08","10h 59m"
"X2...4219","hi/honolulu/PHNL","2020-11-26","84","74","78.46","0.00","64.29","66","62","64.29","17","10","30.09","10h 58m"
"X2...4220","hi/honolulu/PHNL","2020-11-27","84","73","77.04","0.00","62.75","66","61","62.75","20","10","30.08","10h 57m"
"X2...4221","hi/honolulu/PHNL","2020-11-28","82","72","76.67","0.00","60.46","63","57","60.46","16","10","30.05","10h 57m"
"X2...4222","hi/honolulu/PHNL","2020-11-29","84","71","75.71","0.00","63.5","66","61","63.5","15","10","30.07","10h 56m"
"X2...4223","hi/honolulu/PHNL","2020-11-30","82","69","75.63","0.00","63.71","66","62","63.71","13","10","30.04","10h 55m"
"X2...4224","hi/honolulu/PHNL","2020-12-01","84","66","74.33","0.00","62.13","65","58","62.13","15","10","30.03","10h 55m"
"X2...4225","hi/honolulu/PHNL","2020-12-02","83","65","75.04","0.00","62.92","65","60","62.92","13","10","30.05","10h 54m"
"X2...4226","hi/honolulu/PHNL","2020-12-03","83","69","75.96","0.00","64.83","66","64","64.83","12","10","30.1","10h 54m"
"X2...4227","hi/honolulu/PHNL","2020-12-04","85","74","78.96","0.00","66.08","68","64","66.08","21","10","30.1","10h 53m"
"X2...4228","hi/honolulu/PHNL","2020-12-05","86","73","78.58","0.00","65.38","67","64","65.38","16","10","30.1","10h 53m"
"X2...4229","hi/honolulu/PHNL","2020-12-06","84","70","77","0.00","66.29","68","65","66.29","13","10","30.09","10h 53m"
"X2...4230","hi/honolulu/PHNL","2020-12-07","87","73","78.78","0.00","65.52","68","63","65.52","16","10","30.11","10h 52m"
"X2...4231","hi/honolulu/PHNL","2020-12-08","86","76","79.54","0.00","65.83","68","64","65.83","16","10","30.05","10h 52m"
"X2...4232","hi/honolulu/PHNL","2020-12-09","81","74","76.92","0.00","66.5","68","64","66.5","13","10","30.04","10h 51m"
"X2...4233","hi/honolulu/PHNL","2020-12-10","82","68","76","0.00","67.04","72","64","67.04","9","10","30.05","10h 51m"
"X2...4234","hi/honolulu/PHNL","2020-12-11","84","70","77.04","0.04","64.46","68","60","64.46","14","10","30.08","10h 51m"
"X2...4235","hi/honolulu/PHNL","2020-12-12","85","73","78.5","0.00","64.25","66","62","64.25","20","10","30.09","10h 51m"
"X2...4236","hi/honolulu/PHNL","2020-12-13","84","71","77.17","0.00","65.96","68","64","65.96","10","10","30.05","10h 50m"
"X2...4237","hi/honolulu/PHNL","2020-12-14","86","72","78.58","0.00","65.46","67","63","65.46","15","10","30.04","10h 50m"
"X2...4238","hi/honolulu/PHNL","2020-12-15","85","71","77.79","0.00","65.96","68","64","65.96","15","10","30.02","10h 50m"
"X2...4239","hi/honolulu/PHNL","2020-12-16","84","73","78","0.00","66.41","68","64","66.41","18","10","30","10h 50m"
"X2...4240","hi/honolulu/PHNL","2021-10-27","87","72","78.3","0.00","66.22","68","65","66.22","16","10","30.09","11h 26m"
"X2...4241","hi/honolulu/PHNL","2021-10-28","85","73","78.57","0.00","66.48","71","64","66.48","12","10","30.1","11h 24m"
"X2...4242","hi/honolulu/PHNL","2021-10-29","86","72","78.74","0.01","65.17","68","63","65.17","12","10","30.06","11h 23m"
"X2...4243","hi/honolulu/PHNL","2021-10-30","83","70","76.83","0.00","66.13","68","63","66.13","10","10","30","11h 22m"
"X2...4244","hi/honolulu/PHNL","2021-10-31","83","69","77.18","0.00","65.82","68","63","65.82","12","10","30","11h 21m"
"X2...4245","hi/honolulu/PHNL","2021-11-01","84","71","77.61","0.00","66.35","69","64","66.35","15","10","30","11h 20m"
"X2...4246","hi/honolulu/PHNL","2021-11-02","84","73","77.61","0.00","67.57","70","66","67.57","10","10","30.05","11h 19m"
"X2...4247","hi/honolulu/PHNL","2021-11-03","87","74","79.65","0.00","66.96","69","65","66.96","16","10","30.08","11h 18m"
"X2...4248","hi/honolulu/PHNL","2021-11-04","86","74","80.17","0.00","66.91","69","64","66.91","21","10","30.08","11h 17m"
"X2...4249","hi/honolulu/PHNL","2021-11-05","85","76","80.17","0.00","65.79","68","64","65.79","21","10","30.07","11h 16m"
"X2...4250","hi/honolulu/PHNL","2021-11-06","87","77","80.39","0.00","65.26","67","64","65.26","20","10","30.12","11h 15m"
"X2...4251","hi/honolulu/PHNL","2021-11-07","86","75","79.63","0.00","64.08","66","62","64.08","17","10","30.13","11h 14m"
"X2...4252","hi/honolulu/PHNL","2021-11-08","85","74","78.88","0.00","63.17","65","61","63.17","17","10","30.08","11h 13m"
"X2...4253","hi/honolulu/PHNL","2021-11-09","83","72","77.04","0.00","63.83","66","62","63.83","14","10","30.06","11h 12m"
"X2...4254","hi/honolulu/PHNL","2021-11-10","84","69","76.5","0.00","64","67","60","64","12","10","30.07","11h 11m"
"X2...4255","hi/honolulu/PHNL","2021-11-11","84","70","77.54","0.00","63.25","65","58","63.25","14","10","30.04","11h 10m"
"X2...4256","hi/honolulu/PHNL","2021-11-12","83","73","77.88","0.00","64.46","66","62","64.46","12","10","30","11h 9m"
"X2...4257","hi/honolulu/PHNL","2021-11-13","82","73","77.21","0.00","64.79","67","62","64.79","9","10","29.96","11h 8m"
"X2...4258","hi/honolulu/PHNL","2021-11-14","80","72","75.58","0.00","66.17","69","63","66.17","15","10","29.97","11h 7m"
"X2...4259","hi/honolulu/PHNL","2021-11-15","81","70","76.5","0.01","65.88","68","62","65.88","14","10","29.97","11h 7m"
"X2...4260","hi/honolulu/PHNL","2021-11-16","84","74","79.03","0.00","70.33","73","66","70.33","10","10","30","11h 6m"
"X2...4261","hi/honolulu/PHNL","2021-11-17","84","72","78.38","0.03","69.83","73","68","69.83","12","10","30","11h 5m"
"X2...4262","hi/honolulu/PHNL","2021-11-18","87","73","79.38","0.00","68.46","71","67","68.46","13","10","30","11h 4m"
"X2...4263","hi/honolulu/PHNL","2021-11-19","87","73","79.67","0.00","66.04","69","64","66.04","16","10","30.03","11h 3m"
"X2...4264","hi/honolulu/PHNL","2021-11-20","85","71","78.42","0.00","66","67","64","66","15","10","30.07","11h 2m"
"X2...4265","hi/honolulu/PHNL","2021-11-21","86","73","78.92","0.00","63.79","67","59","63.79","18","10","30.07","11h 2m"
"X2...4266","hi/honolulu/PHNL","2021-11-22","85","74","78.08","0.00","66.79","69","64","66.79","16","10","30.08","11h 1m"
"X2...4267","hi/honolulu/PHNL","2021-11-23","87","72","78.46","0.01","64.17","67","62","64.17","14","10","30.09","11h 0m"
"X2...4268","hi/honolulu/PHNL","2021-11-24","86","68","76.71","0.00","63.29","65","60","63.29","15","10","30.09","10h 59m"
"X2...4269","hi/honolulu/PHNL","2021-11-25","87","69","77.67","0.00","64.25","67","62","64.25","20","10","30.1","10h 59m"
"X2...4270","hi/honolulu/PHNL","2021-11-26","84","70","76.96","0.00","59.46","62","57","59.46","16","10","30.08","10h 58m"
"X2...4271","hi/honolulu/PHNL","2021-11-27","82","69","74.56","0.00","64.36","67","62","64.36","13","10","30.01","10h 57m"
"X2...4272","hi/honolulu/PHNL","2021-11-28","80","68","74.37","0.01","64.15","67","59","64.15","17","10","30.02","10h 57m"
"X2...4273","hi/honolulu/PHNL","2021-11-29","81","73","75.54","0.00","61.42","65","56","61.42","23","10","30.01","10h 56m"
"X2...4274","hi/honolulu/PHNL","2021-11-30","83","71","77.46","0.01","65.08","68","63","65.08","23","10","29.97","10h 56m"
"X2...4275","hi/honolulu/PHNL","2021-12-01","85","72","77.65","0.02","66.08","68","64","66.08","17","10","29.99","10h 55m"
"X2...4276","hi/honolulu/PHNL","2021-12-02","81","69","75.29","0.00","66.83","69","65","66.83","12","10","30.01","10h 55m"
"X2...4277","hi/honolulu/PHNL","2021-12-03","76","63","70.65","0.00","63.12","70","52","63.12","22","10","29.92","10h 54m"
"X2...4278","hi/honolulu/PHNL","2021-12-04","69","56","62.96","0.16","56.88","62","53","56.88","13","10","29.77","10h 54m"
"X2...4279","hi/honolulu/PHNL","2021-12-05","69","62","65.91","0.11","63.28","67","61","63.28","22","10","29.89","10h 53m"
"X2...4280","hi/honolulu/PHNL","2021-12-06","76","59","71.3","0.45","64.94","70","0","64.94","25","10","30","10h 53m"
"X2...4281","hi/honolulu/PHNL","2021-12-07","77","67","71.67","8.17","66.71","71","63","66.71","21","10","30.04","10h 52m"
"X2...4282","hi/honolulu/PHNL","2021-12-08","81","66","75.13","0.66","66.38","72","59","66.38","17","10","30.06","10h 52m"
"X2...4283","hi/honolulu/PHNL","2021-12-09","82","71","76.75","0.00","63.92","66","62","63.92","22","10","30.12","10h 51m"
"X2...4284","hi/honolulu/PHNL","2021-12-10","82","74","77","0.00","66.08","69","64","66.08","17","10","30.09","10h 51m"
"X2...4285","hi/honolulu/PHNL","2021-12-11","82","73","77.08","0.00","65.08","68","64","65.08","20","10","30.07","10h 51m"
"X2...4286","hi/honolulu/PHNL","2021-12-12","82","73","76.42","0.00","65.58","68","63","65.58","24","10","30.06","10h 51m"
"X2...4287","hi/honolulu/PHNL","2021-12-13","82","73","76.75","0.00","62.79","67","61","62.79","23","10","30.09","10h 50m"
"X2...4288","hi/honolulu/PHNL","2021-12-14","81","72","75.04","0.04","66.38","68","65","66.38","21","10","30.1","10h 50m"
"X2...4289","hi/honolulu/PHNL","2021-12-15","82","69","75.46","0.08","64.79","67","63","64.79","15","10","30.08","10h 50m"
"X2...4290","hi/honolulu/PHNL","2021-12-16","82","69","75.33","0.00","64.67","66","63","64.67","13","10","30.06","10h 50m"
"X2...4291","hi/honolulu/PHNL","2022-10-27","86","76","80.35","0.07","68.09","69","67","68.09","15","10","30.02","11h 26m"
"X2...4292","hi/honolulu/PHNL","2022-10-28","87","75","79.26","0.00","69.52","72","68","69.52","18","10","30","11h 25m"
"X2...4293","hi/honolulu/PHNL","2022-10-29","87","74","80.43","0.01","68.78","71","66","68.78","21","10","30.04","11h 24m"
"X2...4294","hi/honolulu/PHNL","2022-10-30","87","75","80.7","0.00","68.35","70","67","68.35","21","10","30.06","11h 23m"
"X2...4295","hi/honolulu/PHNL","2022-10-31","88","76","81.48","0.00","68.78","70","67","68.78","24","10","30.04","11h 21m"
"X2...4296","hi/honolulu/PHNL","2022-11-01","86","76","80.83","0.00","67.35","69","65","67.35","22","10","30.03","11h 20m"
"X2...4297","hi/honolulu/PHNL","2022-11-02","86","74","80","0.00","69.35","73","67","69.35","16","10","30.1","11h 19m"
"X2...4298","hi/honolulu/PHNL","2022-11-03","87","75","80.09","0.03","69.96","72","68","69.96","17","10","30.14","11h 18m"
"X2...4299","hi/honolulu/PHNL","2022-11-04","88","75","81.13","0.00","71.3","73","70","71.3","15","10","30.1","11h 17m"
"X2...4300","hi/honolulu/PHNL","2022-11-05","87","78","81.57","0.00","68.87","71","67","68.87","17","10","30.1","11h 16m"
"X2...4301","hi/honolulu/PHNL","2022-11-06","87","74","80.88","0.00","67.96","69","66","67.96","18","10","30.06","11h 15m"
"X2...4302","hi/honolulu/PHNL","2022-11-07","86","0","77.88","0.00","65.33","70","0","65.33","20","10","30.1","11h 14m"
"X2...4303","hi/honolulu/PHNL","2022-11-08","84","68","78.75","0.00","67.25","76","64","67.25","21","10","30.12","11h 13m"
"X2...4304","hi/honolulu/PHNL","2022-11-09","90","76","79.33","0.00","65.08","69","61","65.08","20","10","30.13","11h 12m"
"X2...4305","hi/honolulu/PHNL","2022-11-10","83","70","76.75","0.00","65.25","71","62","65.25","13","10","30.13","11h 11m"
"X2...4306","hi/honolulu/PHNL","2022-11-11","83","74","77.79","0.00","61.96","67","59","61.96","16","10","30.07","11h 10m"
"X2...4307","hi/honolulu/PHNL","2022-11-12","83","74","77.33","0.00","64.75","70","60","64.75","18","10","30.01","11h 9m"
"X2...4308","hi/honolulu/PHNL","2022-11-13","85","70","77.83","0.01","66.71","71","64","66.71","20","10","30.05","11h 9m"
"X2...4309","hi/honolulu/PHNL","2022-11-14","85","71","78.29","0.01","66.04","69","63","66.04","18","10","30.06","11h 8m"
"X2...4310","hi/honolulu/PHNL","2022-11-15","83","71","76.92","0.00","63","66","61","63","13","10","30.04","11h 7m"
"X2...4311","hi/honolulu/PHNL","2022-11-16","85","67","76.71","0.00","63.75","67","61","63.75","18","10","30.06","11h 6m"
"X2...4312","hi/honolulu/PHNL","2022-11-17","85","71","78.04","0.00","68.17","70","66","68.17","13","10","30.07","11h 5m"
"X2...4313","hi/honolulu/PHNL","2022-11-18","86","72","79","0.00","69","71","67","69","15","10","30.09","11h 4m"
"X2...4314","hi/honolulu/PHNL","2022-11-19","85","76","79.63","0.04","67.58","70","66","67.58","18","10","30.13","11h 3m"
"X2...4315","hi/honolulu/PHNL","2022-11-20","86","76","79.88","0.00","66","67","65","66","23","10","30.14","11h 3m"
"X2...4316","hi/honolulu/PHNL","2022-11-21","84","77","79.54","0.00","64","66","60","64","24","10","30.16","11h 2m"
"X2...4317","hi/honolulu/PHNL","2022-11-22","84","75","78.88","0.00","64.96","67","62","64.96","21","10","30.12","11h 1m"
"X2...4318","hi/honolulu/PHNL","2022-11-23","83","73","77.25","0.00","64.67","67","62","64.67","15","10","30.1","11h 0m"
"X2...4319","hi/honolulu/PHNL","2022-11-24","77","70","73.54","0.00","62.08","67","57","62.08","21","10","30.09","11h 0m"
"X2...4320","hi/honolulu/PHNL","2022-11-25","81","70","74.75","0.01","57.46","63","54","57.46","18","10","30.05","10h 59m"
"X2...4321","hi/honolulu/PHNL","2022-11-26","81","65","73.13","0.02","62.46","65","61","62.46","10","10","30.03","10h 58m"
"X2...4322","hi/honolulu/PHNL","2022-11-27","82","66","75.04","0.00","64.96","68","61","64.96","14","10","30.01","10h 58m"
"X2...4323","hi/honolulu/PHNL","2022-11-28","76","71","74.58","0.00","69.73","72","68","69.73","10","10","30.04","10h 57m"
"X2...4324","hi/honolulu/PHNL","2022-11-29","83","69","76.42","0.03","69.25","71","67","69.25","12","10","29.99","10h 56m"
"X2...4325","hi/honolulu/PHNL","2022-11-30","86","72","77.38","0.00","69.17","72","67","69.17","14","10","29.98","10h 56m"
"X2...4326","hi/honolulu/PHNL","2022-12-01","84","70","75.83","0.00","65.75","69","63","65.75","15","10","29.97","10h 55m"
"X2...4327","hi/honolulu/PHNL","2022-12-02","85","68","75.35","0.00","67.54","71","64","67.54","16","10","29.99","10h 55m"
"X2...4328","hi/honolulu/PHNL","2022-12-03","85","73","77.38","0.02","68.25","71","65","68.25","17","10","30.02","10h 54m"
"X2...4329","hi/honolulu/PHNL","2022-12-04","83","69","75.08","0.01","67.71","72","65","67.71","12","10","30.01","10h 54m"
"X2...4330","hi/honolulu/PHNL","2022-12-05","82","69","75.79","0.08","67.79","69","67","67.79","10","10","29.95","10h 53m"
"X2...4331","hi/honolulu/PHNL","2022-12-06","85","72","78.12","0.00","69.58","71","68","69.58","16","10","30.05","10h 53m"
"X2...4332","hi/honolulu/PHNL","2022-12-07","83","77","79.25","0.00","67.63","69","66","67.63","23","10","30.11","10h 52m"
"X2...4333","hi/honolulu/PHNL","2022-12-08","84","76","78.79","0.00","65.96","68","64","65.96","25","10","30.18","10h 52m"
"X2...4334","hi/honolulu/PHNL","2022-12-09","84","75","78.04","0.00","62.88","65","58","62.88","29","10","30.15","10h 52m"
"X2...4335","hi/honolulu/PHNL","2022-12-10","83","75","77.56","0.00","64.28","67","61","64.28","24","10","30.09","10h 51m"
"X2...4336","hi/honolulu/PHNL","2022-12-11","83","74","77.54","0.00","65.58","68","63","65.58","23","10","30.08","10h 51m"
"X2...4337","hi/honolulu/PHNL","2022-12-12","81","74","77.04","0.00","65.58","67","64","65.58","17","10","30.05","10h 51m"
"X2...4338","hi/honolulu/PHNL","2022-12-13","83","74","77.71","0.00","66","68","63","66","22","10","30","10h 50m"
"X2...4339","hi/honolulu/PHNL","2022-12-14","83","70","76.92","0.00","66.33","69","65","66.33","17","10","29.93","10h 50m"
"X2...4340","hi/honolulu/PHNL","2022-12-15","80","64","73.9","0.00","67.48","70","62","67.48","15","10","29.93","10h 50m"
"X2...4341","hi/honolulu/PHNL","2022-12-16","80","68","73.35","0.68","65.46","68","62","65.46","12","10","29.95","10h 50m"
"X2...4342","hi/honolulu/PHNL","2023-10-27","84","72","78","0.00","69.96","73","68","69.96","12","10","30.03","11h 26m"
"X2...4343","hi/honolulu/PHNL","2023-10-28","85","71","78.17","0.00","68.17","70","67","68.17","14","10","30.05","11h 25m"
"X2...4344","hi/honolulu/PHNL","2023-10-29","87","72","78.96","0.00","68.87","71","66","68.87","15","10","30.07","11h 24m"
"X2...4345","hi/honolulu/PHNL","2023-10-30","85","71","78.74","0.00","70.39","73","69","70.39","14","10","30.03","11h 23m"
"X2...4346","hi/honolulu/PHNL","2023-10-31","83","71","77.96","0.00","71","74","68","71","12","10","29.97","11h 22m"
"X2...4347","hi/honolulu/PHNL","2023-11-01","84","73","78.48","0.00","71.52","73","69","71.52","12","10","29.94","11h 21m"
"X2...4348","hi/honolulu/PHNL","2023-11-02","84","71","78.22","0.00","70.43","73","69","70.43","12","10","29.99","11h 20m"
